area,lat,long,mean_daily_cost,mean_order_cost,mean_weekly_cost,society_id,CUM_VAR,quintile
5,18.67915038050711,73.73436920630891,46.723405405405416,69.15063999999998,278.83322580645165,1283072,0.007430499571815436,1.0
7,18.572100214428133,73.89325568064382,47.01437837837837,114.44289473684204,280.5696774193548,1333808,0.008130201981491827,1.0
8,18.529271818311194,73.87069853601176,49.40016216216217,142.79734375,294.8074193548387,1268288,0.008865411372650463,1.0
2,18.54236537224852,73.78008538227364,50.41951675675676,101.38707173913043,300.89066451612905,1266160,0.009615791545403023,1.0
11,18.61974347080852,73.83663577411322,50.90046735135135,130.78592305555554,303.7608535483871,1262352,0.010373329577125128,1.0
5,18.68197042638512,73.73421460423674,50.90789459459459,165.22737719298252,303.80517741935483,1280272,0.011130978146520466,1.0
4,18.558849455112668,73.8313110389401,51.674,107.41224719101125,308.37709677419355,1331680,0.011900028457610954,1.0
1,18.514803722838597,73.80068097682607,52.07953172972974,78.33100300813007,310.797205483871,1264592,0.01267511418889159,1.0
5,18.68996096427436,73.7524080456517,52.161931891891896,132.19119726027395,311.2889483870968,1293376,0.013451426259730703,1.0
11,18.648435813660182,73.83048343565525,53.54624637837838,110.06728422222223,319.55018,1262464,0.014248340712550685,1.0
9,18.424627212665825,73.88768471043622,53.99708108108108,212.5417021276596,322.2406451612903,1257200,0.015051964817581915,1.0
12,18.590521552513238,73.88391567667506,54.054584054054054,147.06026544117648,322.5838080645161,1293040,0.015856444723968823,1.0
3,18.579823861264387,73.77386561581075,54.270331351351345,120.963991566265,323.87133225806446,1268400,0.01666413553963513,1.0
6,18.6841600857524,73.81681196490065,54.376445405405406,97.66643106796126,324.5045935483871,1256976,0.017473405622365747,1.0
12,18.607979775785974,73.85803201266171,54.60623740540541,106.33846231578943,325.8759329032258,1263024,0.01828609563792692,1.0
12,18.600519862868012,73.89339534754491,55.01649351351351,121.16727738095237,328.32423548387095,1271312,0.019104891385337133,1.0
3,18.56404369462605,73.77087366988195,56.01010810810811,99.63336538461543,334.253870967742,1291808,0.019938474832810762,1.0
6,18.655893616006907,73.80831082813751,56.56638,117.58180112359557,337.57355806451613,1291920,0.020780337125961335,1.0
0,18.464741270792288,73.78891170927481,57.65273735135134,79.00560303703703,344.0566583870967,1258096,0.021638367384800888,1.0
12,18.5936441509348,73.87706124763804,58.02287567567568,117.95859340659337,346.26554838709677,1338848,0.02250190631325123,1.0
13,18.59783930752064,73.94949514519594,59.2023436756757,144.11096815789477,353.30430903225823,1261792,0.02338299894825267,1.0
9,18.447684640524038,73.89154837112305,59.75342702702703,88.43507200000005,356.5930322580645,1285088,0.024272293209270938,1.0
6,18.657298305899182,73.79718014610431,59.953940540540536,136.93183950617282,357.7896451612903,1339968,0.025164571659241974,1.0
12,18.601779662018775,73.89689131994687,60.35454054054054,87.91803149606302,360.18032258064517,1297296,0.0260628121317896,1.0
9,18.450592186679668,73.88636330073794,60.638540540540546,128.94402298850576,361.87516129032264,1261120,0.026965279300322633,1.0
8,18.53201571400616,73.86598327406203,63.33805405405406,160.51424657534244,377.9851612903226,1288000,0.02790792260593351,1.0
5,18.678290257599254,73.72811734749635,63.44821621621622,103.87539823008856,378.6425806451613,1295840,0.028852205425518165,1.0
12,18.614999032369738,73.86206458778923,63.56551297297297,139.99547500000003,379.3425774193548,1266832,0.02979823394133833,1.0
8,18.534751629081125,73.87241461928723,65.76869783783783,168.9890152777778,392.4906161290323,1282400,0.03077705186780436,1.0
2,18.5215252875658,73.78572770593144,68.21561783783783,238.11111886792446,407.0932032258064,1293152,0.03179228664969504,1.0
0,18.45764659124075,73.79980756079449,69.02972972972972,122.7932692307693,411.9516129032258,1266608,0.03281963764096997,1.0
13,18.605777266391925,73.92058087089751,69.84783783783784,143.57611111111106,416.833870967742,1281056,0.03385916431624549,1.0
12,18.61145036887145,73.85677652058868,70.17054145945946,206.05635190476184,418.75968290322584,1279936,0.034903493703147714,1.0
12,18.5902750177232,73.86202285170917,70.26864864864864,127.44803921568636,419.34516129032255,1288784,0.03594928319308756,1.0
5,18.680623584088877,73.72153773268101,70.53968108108108,176.34920270270283,420.9626129032258,1291136,0.036999106386175554,1.0
12,18.586290055515896,73.86733487097901,70.6160254054054,197.93885909090918,421.4182161290322,1292704,0.03805006579140838,1.0
7,18.573663540195035,73.90923126578409,71.96810810810811,141.63936170212767,429.48709677419356,1290352,0.03912114788161108,1.0
5,18.681885500949004,73.72511502953519,73.0518918918919,229.0610169491526,435.9548387096774,1288896,0.04020835963578548,1.0
1,18.510334128462684,73.78409155780159,74.0907027027027,138.4523232323233,442.1541935483871,1284416,0.041311031733212156,1.0
2,18.53273336843436,73.79906115852216,75.38745405405405,120.22999137931035,449.8928709677419,1280832,0.04243300303391638,1.0
13,18.601162968037876,73.92264312263471,76.09314794594594,192.8387995890412,454.10427,1271536,0.043565476987929695,1.0
13,18.60554606714916,73.90840006637951,77.01848648648648,303.1578723404256,459.6264516129032,1286992,0.04471172250776852,1.0
12,18.614182154851,73.8788298217588,77.27020129729729,376.18387473684214,461.1286206451612,1295168,0.04586171423176339,1.0
5,18.68521597070229,73.75337688137138,77.35372972972974,119.25366666666667,461.62709677419355,1332464,0.04701294908706119,1.0
13,18.590254495812786,73.92748073184461,78.92508108108109,162.23488888888892,471.0045161290323,1334816,0.04818756994393791,1.0
13,18.59946723854463,73.93965864255804,79.21205789189189,155.8960713829788,472.71711967741936,1337056,0.04936646179987855,1.0
12,18.596319799736484,73.86900653732384,79.45311864864864,249.13266016949163,474.1557080645161,1339856,0.0505489412985404,1.0
4,18.571334763147945,73.82660242924773,79.50686486486487,105.0626428571428,474.47645161290325,1291696,0.05173222068775265,1.0
1,18.50390270522421,73.81387468765658,79.61977567567567,109.10858148148158,475.1502741935484,1267952,0.05291718049834082,1.0
9,18.42361829074511,73.90133016911822,79.6365945945946,368.31924999999995,475.2506451612903,1272656,0.05410239062039756,1.0
3,18.55835887595144,73.7798256912233,79.77205405405404,125.06635593220338,476.05903225806446,1270192,0.05528961674933276,1.0
7,18.57434439652959,73.92904542454112,80.86772972972972,151.11646464646492,482.59774193548384,1295504,0.05649314952608374,1.0
11,18.632542826624746,73.86673431603305,81.43121335135135,203.57803337837842,485.96046677419355,1285648,0.05770506847875496,1.0
1,18.500546472033765,73.78675012590001,83.47881081081081,214.49416666666664,498.18000000000006,1292480,0.058947461276361454,1.0
5,18.689827415736143,73.73546979216219,83.50686486486487,188.3996341463414,498.34741935483873,1256752,0.060190271594945575,1.0
6,18.669180818268305,73.80599666378096,83.7587027027027,138.35142857142858,499.8503225806452,1286208,0.06143682994866406,1.0
11,18.644947479309867,73.83500894553941,84.53022216216216,157.96051616161623,504.45455161290323,1257424,0.06269487061999508,1.0
6,18.65501686554941,73.79980207504427,84.9531081081081,133.18919491525418,506.9782258064516,1283632,0.06395920498967121,1.0
12,18.599593500800413,73.86057745320187,85.06064864864865,110.04349650349643,507.62,1334144,0.06522513985642822,1.0
8,18.536570822838847,73.8648413933576,85.39926486486486,315.97727999999995,509.6407741935484,1262912,0.06649611425769816,1.0
11,18.63352328377425,73.84793359982447,86.42055135135136,149.41871028037383,515.7355483870969,1289680,0.06778228819239197,1.0
12,18.595635624602725,73.86029769911872,86.56378756756757,307.9673211538461,516.5903451612904,1282736,0.06907059387335356,1.0
8,18.51385926358417,73.84976858899003,86.68527837837838,356.37281111111116,517.315370967742,1338624,0.07036070766953458,1.0
2,18.52320073796539,73.78754534449237,86.84410194594594,151.56753641509422,518.2631890322581,1290800,0.07165318519436144,1.0
2,18.5056566891144,73.79037981251163,86.96841410810809,126.68627251968486,519.0050519354838,1290576,0.07294751282382475,1.0
4,18.540624397140533,73.80872390704488,87.74030043243242,125.82911302325586,523.6114703225805,1292032,0.07425332823085216,1.0
13,18.598970619887442,73.95008773859671,88.90848648648648,483.76676470588245,530.5829032258065,1337280,0.07557652943824887,1.0
1,18.513894406365367,73.79558768163406,89.78538162162161,1277.715046153846,535.8159870967742,1286768,0.07691278124123463,1.0
11,18.63192281137429,73.83784184306214,90.55208972972972,178.21421914893614,540.3915032258063,1337728,0.07826044375577855,1.0
1,18.512597694919183,73.80959157882528,90.75595945945945,199.87919642857145,541.6081451612903,1278816,0.07961114040894288,1.0
7,18.57508574280078,73.89768522099897,91.10156524324323,150.48026401785734,543.6706312903225,1259776,0.08096698062048342,1.0
10,18.516477377517678,73.93133238654045,94.22006972972972,125.40081223021588,562.2810612903226,1287104,0.0823692326996067,1.0
12,18.61958695102306,73.88576590332829,94.80856702702704,292.3264149999999,565.7930612903226,1261232,0.0837802432264902,1.0
11,18.63494743816361,73.83044942409475,95.54756708108108,163.66944361111123,570.2032229032259,1296512,0.08520225209337964,1.0
8,18.525431507585548,73.8410066296163,95.6218181081081,165.32744252336454,570.6463338709677,1333136,0.0866253660184305,1.0
4,18.54686848006368,73.81999170890062,99.740775027027,150.0166128455284,595.2272058064515,1290240,0.08810978127683786,1.0
10,18.523001800989846,73.93410425189192,100.99483589189187,296.5721371428571,602.7111174193548,1287328,0.08961286038743878,1.0
7,18.567573967454628,73.89319037758005,101.39043567567569,191.40031224489795,605.0719548387098,1294944,0.0911218271037367,1.0
12,18.5986116359507,73.88767271345077,102.74853713513514,174.38971899082566,613.1767538709678,1285760,0.09265100608055035,1.0
12,18.622756538190366,73.88411355437347,104.06708108108108,178.26305555555544,621.0454838709677,1268512,0.09419980859399395,1.0
7,18.58490992094389,73.90053189053677,105.32555945945947,187.35796634615383,628.5557580645161,1281392,0.09576734070430237,1.0
12,18.62274571966212,73.8639815213784,107.10260227027027,404.36696775510205,639.160690967742,1279600,0.09736132006712607,1.0
12,18.602514372715735,73.88387673634627,107.81983837837838,219.19417692307695,643.4409709677419,1334032,0.09896597386297347,1.0
2,18.536934216064306,73.76503946741538,108.38956216216218,147.44168382352947,646.840935483871,1258432,0.10057910670540433,1.0
6,18.64656552996205,73.81796788102334,108.8631141081081,203.4310718181819,649.6669712903226,1295392,0.10219928729469721,1.0
10,18.512601229910775,73.95751065863672,109.76332972972975,141.01538888888894,655.0392258064518,1261568,0.10383286555213764,1.0
11,18.629257326591674,73.85998128295451,109.96933783783784,226.0480833333333,656.268629032258,1268736,0.10546950977311152,1.0
10,18.51272231573854,73.92457718278102,110.21529729729731,151.03577777777792,657.7364516129032,1285312,0.10710981454288775,1.0
0,18.462805978723733,73.78320800960448,110.2612043243243,164.50260322580647,658.0104129032256,1278928,0.1087508025346599,1.0
6,18.672742590988953,73.80570154049866,110.71551783783782,154.00278796992487,660.7216387096773,1288336,0.11039855195285345,1.0
7,18.56695634348257,73.894125735866,111.6553081081081,261.47129113924063,666.330064516129,1269856,0.11206028801809795,1.0
10,18.488741387380347,73.92959974824662,115.58236108108109,388.7770327272726,689.7657032258065,1291024,0.11378046936163587,1.0
7,18.55581532699413,73.9061190902866,116.21659513513514,182.203983898305,693.5506483870968,1257760,0.11551008984084307,1.0
10,18.48966476609328,73.93250650166497,120.22527675675678,196.82899292035404,717.4734258064518,1261456,0.11729937045567304,1.0
7,18.55270349723286,73.92313657701484,120.39208902702704,210.11826858490576,718.4689183870969,1258768,0.11909113369287296,1.0
1,18.50755388382287,73.80284510336294,120.69907027027025,210.65403773584904,720.3009032258063,1291360,0.12088746564975038,1.0
0,18.463660792390254,73.81833623901609,121.40029427027027,155.96565583333333,724.4856270967742,1260112,0.12269423373573227,1.0
11,18.61540093054657,73.85201537757159,122.39076324324324,157.2381333333334,730.3964903225807,1257536,0.12451574270633291,1.0
10,18.52814269134428,73.92967081844677,122.9427005945946,129.9679977714286,733.6903100000001,1269408,0.1263454660128038,1.0
10,18.50169422668973,73.92342815841164,123.09289189189188,234.76479381443312,734.5866129032257,1269632,0.12817742457615264,1.0
11,18.651080310461666,73.8333660507368,124.06864864864865,147.1326923076921,740.4096774193548,1295728,0.1300239050661441,1.0
10,18.525054764878387,73.92306865220662,124.69222556756756,148.82620470967743,744.131023548387,1260448,0.13187966608451512,1.0
6,18.65838149690623,73.79377772315469,127.34472756756755,175.8117507462686,759.9604709677418,1293936,0.13377490358019134,1.0
3,18.546995775109345,73.76274775339044,128.60481189189187,218.2742220183485,767.480329032258,1264256,0.135688894573596,1.0
9,18.452459567974905,73.8820257322302,128.6346961621622,273.5335493103449,767.6586706451614,1335152,0.13760333032659638,1.0
12,18.608928031079536,73.8792267049726,129.2822702702703,192.8808064516127,771.5232258064517,1265712,0.13952740375171996,1.0
6,18.67033963538564,73.79794063643523,131.962457027027,196.87947217741942,787.5178887096773,1335488,0.14149136567897352,1.0
11,18.627137893979558,73.83741564897001,133.8055848108108,206.28360991666665,798.5171996774194,1288560,0.14348275838370703,1.0
12,18.619151335953003,73.88299877825196,133.86588432432433,247.65188600000013,798.8770516129033,1294496,0.14547504850996054,1.0
6,18.668501461474193,73.82252214064013,135.8205087027027,246.34111872549016,810.541745483871,1261008,0.1474964287876685,1.0
0,18.452836721540038,73.81504156464749,135.8697842162162,182.1442759420289,810.835809032258,1260224,0.14951854241965515,1.0
4,18.571822572726667,73.82215422999295,136.89937405405405,173.46838493150693,816.980135483871,1280496,0.1515559791616214,1.0
0,18.461924448484968,73.78258291504001,137.37033951351353,219.08200698275866,819.7907358064516,1268064,0.15360042515646355,1.0
5,18.673031680360538,73.74624062764141,139.2542027027027,193.69945488721808,831.0331451612903,1282960,0.15567290818292118,1.0
12,18.623738744124477,73.87315545506267,142.77229189189188,253.9699423076921,852.0281935483871,1278704,0.1577977499891402,1.0
9,18.4362541172398,73.90050801967986,142.77807459459467,233.75171504424787,852.0627032258068,1265040,0.15992267785777575,1.0
4,18.553893597131925,73.78997122814647,142.78224054054053,240.13376818181817,852.087564516129,1287776,0.16204766772706977,1.0
11,18.656343904129898,73.84694619768155,143.09366005405406,156.6409888165681,853.9460358064517,1278256,0.16417729236962977,1.0
11,18.626037815492502,73.83622693344331,143.38597567567567,221.05337916666664,855.6905,1272208,0.16631126746734606,1.0
2,18.52462668885376,73.78768178447905,145.4678477297297,215.29241463999998,868.1145751612902,1297408,0.16847622650961516,1.0
10,18.52497641688021,73.9484763611955,146.70943243243244,361.8832666666665,875.5240322580645,1286880,0.17065966372469568,1.0
8,18.52905637884961,73.87283639720323,147.29618378378385,206.43783333333326,879.0256129032261,1260672,0.17285183340309024,1.0
9,18.446327279577478,73.86868456330313,148.52680324324322,352.2751102564103,886.3696322580645,1339408,0.17506231806151598,1.0
5,18.69327856486333,73.73415140817399,150.3726636216216,228.02412106557364,897.3852506451612,1334256,0.1773002741658956,1.0
10,18.508657819584943,73.94332344723033,150.39457513513514,191.88273379310317,897.5160129032258,1296624,0.1795385563734661,1.0
8,18.512486086789067,73.85662378058211,152.26873032432434,270.8626452884616,908.7004874193549,1295952,0.18180473113108647,1.0
9,18.45233182376605,73.8906886080624,152.76426486486483,241.5503333333334,911.6577096774192,1333472,0.1840782807966404,1.0
8,18.54638557316397,73.85795042927717,153.76561416216217,223.989280472441,917.6335038709678,1267280,0.18636673327576783,1.0
12,18.616025411394386,73.88086246339401,154.6752325945946,227.10252404761908,923.061871935484,1268960,0.18866872336255938,1.0
2,18.534860440727122,73.77035746184032,155.43511405405408,202.5034936619718,927.5966483870969,1289120,0.19098202256172445,1.0
12,18.61614109129666,73.8763341298667,158.72474654054054,203.9172090972223,947.2283261290322,1279376,0.1933442804806926,1.0
11,18.6555287221263,73.84301411253486,160.73553243243242,182.42989877300616,959.2281774193548,1268624,0.19573646438788883,1.0
3,18.552960814770728,73.77156878099002,160.74996000000002,227.0133022900765,959.3142774193549,1336944,0.1981288630167115,1.0
3,18.558715777943878,73.77575952802009,160.91521621621624,203.89941780821906,960.3004838709678,1287888,0.20052372110956818,2.0
7,18.557446531110536,73.90713926882374,162.23764654054054,303.1713596969698,968.1924067741935,1265488,0.20293826057898395,2.0
1,18.508685057284275,73.81559053782811,162.2588108108108,229.1441221374046,968.3187096774193,1278144,0.2053531150305694,2.0
9,18.433262550172373,73.90725232395684,162.5354224324324,234.91447773437497,969.9694564516128,1294384,0.2077720862188824,2.0
7,18.582390474749086,73.91003695272214,163.13297005405408,276.87705926605497,973.535466451613,1282176,0.2101999505485102,2.0
3,18.572750499791997,73.77868065145572,163.3376972972973,202.80183892617447,974.7572258064516,1338512,0.21263086177890247,2.0
8,18.512601962385432,73.85737390136099,164.32723335135134,241.2741124603175,980.6625216129032,1334704,0.21507650000953094,2.0
11,18.61770602091895,73.84853626392551,165.82002232432433,201.82042190789454,989.5711009677419,1279152,0.21754435501888872,2.0
11,18.647510879942427,73.84172616168173,170.8038143783784,282.1313005357142,1019.3130858064517,1285984,0.22008638247144,2.0
4,18.539885361497205,73.79700880284939,171.28094135135134,224.73031312056736,1022.1604564516128,1264032,0.22263551087702363,2.0
11,18.621057451610028,73.83406006604055,173.44206735135134,265.18002033057843,1035.0574987096775,1338960,0.22521680274242467,2.0
10,18.51891299916953,73.94167940991801,177.1836627027027,232.4750184397163,1057.3863741935484,1278592,0.2278537797699756,2.0
0,18.467535445885375,73.81829746192581,177.34437902702703,220.19268536912753,1058.3454877419356,1264480,0.23049314869556456,2.0
8,18.50941449488775,73.85099390371019,180.8218054054054,263.4018425196851,1079.097870967742,1283520,0.23318427122718532,2.0
5,18.70314597055637,73.72828109485484,180.95616470270272,237.42475510638297,1079.8996925806453,1289456,0.23587739339226554,2.0
1,18.511813507831747,73.81657206242257,183.52675118918918,223.37137480263175,1095.2402893548385,1256528,0.2386087729079886,2.0
4,18.554907754935307,73.80796690369704,185.0252513513514,251.68876102941195,1104.1829516129033,1265264,0.24136245420054098,2.0
0,18.48025179656433,73.7830790334758,188.5951405405405,218.06313125000014,1125.4871290322578,1271760,0.24416926519839016,2.0
9,18.425185506849058,73.87598999881983,191.8408691891892,300.7674644067797,1144.8568,1290688,0.24702438150697503,2.0
9,18.44594386286872,73.89286186708463,193.24051443243243,235.19404717105283,1153.2095216129032,1258208,0.24990032836109022,2.0
6,18.67948653072954,73.82638079269721,194.1406467027027,285.0477749206349,1158.5812787096775,1331792,0.2527896716428571,2.0
11,18.64552878733532,73.82938066014734,194.2382445945946,276.4159634615383,1159.1637177419354,1295056,0.2556804674479263,2.0
9,18.437727957725336,73.89704678490676,195.7647876216216,268.2702645185185,1168.273732580645,1279712,0.25859398238427667,2.0
10,18.522386918127392,73.9519220736472,196.20475621621625,246.92435306122465,1170.8993516129035,1293600,0.26151404525545974,2.0
1,18.524554109127735,73.80369133194911,196.48657659459462,243.95984342281858,1172.581182903226,1292592,0.26443830238390303,2.0
0,18.47764566767881,73.81470275285677,199.92285735135138,217.56310947058822,1193.0880196774194,1270640,0.2674137007591044,2.0
12,18.61242020377563,73.88272953814307,203.30983097297297,387.75586319587615,1213.3006041935485,1264704,0.2704395065561691,2.0
8,18.54825304805474,73.87043838792829,203.32896702702703,287.14396106870237,1213.4148032258065,1294272,0.27346559715000435,2.0
9,18.44084642805849,73.89951778346621,203.80056756756758,342.75550000000004,1216.2291935483872,1288672,0.27649870644845725,2.0
10,18.51170804359461,73.93054262395916,205.45204600000002,283.6464814179105,1226.0847906451613,1264816,0.27955639425839024,2.0
11,18.62737887590756,73.86325643345072,207.6582508108108,372.9784116504854,1239.2508516129033,1332016,0.2826469164240163,2.0
7,18.565427821430887,73.92053832382541,207.9889567567568,359.60707476635514,1241.224419354839,1262576,0.28574236039772005,2.0
1,18.52644506884261,73.79195914193707,209.78085243243243,233.7919138554215,1251.9179903225806,1286096,0.2888644726751515,2.0
9,18.447964757016553,73.86924907520772,210.02982497297296,253.957631503268,1253.4037941935483,1282512,0.2919902903442645,2.0
9,18.415093391408913,73.89164199088373,210.86582848648652,302.4044827131783,1258.392847419355,1289232,0.2951285500299069,2.0
5,18.682705521419393,73.71531058292634,211.81186075675674,313.48155392000007,1264.0385238709675,1259440,0.2982808892606155,2.0
11,18.63680081167103,73.848810587445,214.30464308108114,283.18827835714285,1278.9148054838713,1267728,0.3014703279034464,2.0
0,18.463430424923835,73.81431600377367,215.8585604324324,229.50479126436787,1288.1881832258064,1270752,0.3046828930823005,2.0
5,18.680101594291056,73.72762616406219,215.94260000000006,312.10453906249995,1288.6897096774196,1269184,0.3078967089995449,2.0
10,18.52252963347483,73.93687185852949,216.37865864864867,296.51890259259255,1291.2919951612905,1337392,0.31111701466094305,2.0
8,18.516684945466753,73.87155533217157,217.27878264864864,386.5055268269229,1296.6637029032258,1257872,0.3143507166269086,2.0
4,18.56421486535381,73.82996057312556,217.64755194594593,275.78628157534234,1298.864422903226,1297072,0.3175899068876222,2.0
7,18.545783841885953,73.90138197275917,218.8429898918919,331.8520748360655,1305.998488064516,1336160,0.3208468885313179,2.0
11,18.63933753054339,73.8221827991555,219.79751032432432,369.6594491818182,1311.6948196774192,1335712,0.3241180760471254,2.0
1,18.500634055319665,73.81905423095367,222.66591227027027,255.85834639751548,1328.8127022580645,1291472,0.32743195322134644,2.0
10,18.502946009653808,73.93181259373193,222.69174486486483,246.6944479041916,1328.966864516129,1286544,0.3307462148551585,2.0
0,18.485727604082573,73.80228928075137,223.62018972972973,265.1906096153846,1334.5075838709677,1267056,0.3340742942853896,2.0
12,18.59418131459296,73.88840207834285,224.38975675675673,399.15485576923066,1339.1001612903224,1281168,0.33741382697570393,2.0
7,18.56312678599689,73.91167032772822,224.42816162162163,345.99341583333336,1339.3293516129033,1334480,0.3407539312353427,2.0
2,18.519294018396888,73.79534489690971,224.70183145945944,261.44552716981144,1340.962542580645,1259888,0.34409810844992833,2.0
6,18.68549773304446,73.80903663962526,225.08972972972973,347.0133333333334,1343.2774193548387,1263248,0.3474480586506467,2.0
7,18.55915215825448,73.90639220780491,229.1191891891892,470.967222222222,1367.3241935483873,1339184,0.35085797821798703,2.0
10,18.517040507567685,73.95631623166936,232.67772156756757,364.79134313559325,1388.560596451613,1282064,0.3543208584702486,2.0
8,18.536691649026295,73.84247793453005,233.92564945945946,424.2769132352943,1396.0079080645162,1335824,0.3578023112993085,2.0
10,18.52943494040385,73.94176920967213,234.49247421621627,297.13087486301384,1399.390571935484,1288112,0.36129220002950857,2.0
5,18.699652200952873,73.72541672230241,236.48241464864867,352.8165057258064,1411.266022903226,1280720,0.364811704510543,2.0
9,18.455348258997358,73.89223995104538,236.50308324324325,275.1765433962264,1411.3893677419355,1270528,0.36833151659673874,2.0
3,18.583906097526814,73.7749877695484,237.1033138378379,345.38671700787387,1414.9713890322585,1267840,0.3718602617542178,2.0
7,18.585537564693247,73.91422751060591,237.230572972973,417.9776761904761,1415.7308387096775,1335936,0.3753909008753433,2.0
2,18.522799829360405,73.75875861491009,240.26623951351345,298.3171430201341,1433.846913225806,1279824,0.3789667190090742,2.0
1,18.506513654108293,73.80848821557292,241.59552924324322,282.8808412025316,1441.7797712903223,1278368,0.3825623206060589,2.0
8,18.52290877007388,73.86147410828188,241.6361924864865,425.73995819047616,1442.022439032258,1280944,0.386158527383209,2.0
11,18.643265998102347,73.83817460925114,242.7421081081081,284.2233544303799,1448.6222580645162,1290016,0.38977119320654957,2.0
6,18.65363385933969,73.7945169480913,242.85827232432442,327.9473020437957,1449.315496129033,1268176,0.39338558787082795,2.0
7,18.55637874456525,73.905535680687,243.63597140540543,346.71272853846153,1453.9566035483872,1292144,0.3970115568223734,2.0
1,18.512628968500444,73.81235312363538,243.7750447027027,268.44275755952384,1454.7865570967742,1294720,0.4006395955645786,3.0
8,18.538360481501552,73.84460523566335,246.3475386486487,312.15270308219175,1470.1385370967746,1282848,0.4043059200456352,3.0
6,18.683449340040056,73.79688573448959,250.30732659459468,379.56438868852445,1493.7695296774198,1332352,0.40803117699082625,3.0
6,18.66850477582594,73.80376759902842,252.97072518918927,281.9252057831326,1509.6640051612908,1289344,0.41179607258442325,3.0
1,18.495310528742824,73.79297220229644,255.16354486486483,342.0670710144925,1522.750187096774,1264368,0.4155936033263297,3.0
2,18.532575393773797,73.77382026479845,256.71000491891897,332.1073490209791,1531.9790616129035,1294832,0.41941414961929985,3.0
10,18.520772987012073,73.94168660503475,258.45979210810805,365.0004697709924,1542.4213399999996,1293264,0.42326073752666377,3.0
1,18.513014977328112,73.78040782906768,260.5529675675676,295.7196257668713,1554.9128709677418,1266272,0.42713847760413765,3.0
7,18.572301773757545,73.90781338190212,264.71682054054054,304.1777130434784,1579.7616709677418,1263472,0.4310781871909238,3.0
2,18.51333409702564,73.76005454586652,265.6150318918919,350.9912921428572,1585.1219645161289,1269296,0.4350312646168395,3.0
9,18.42839880980657,73.90573672247176,266.41827027027034,473.91711538461544,1589.915483870968,1261344,0.43899629642454824,3.0
2,18.526150106337774,73.78404975920262,266.58258772972977,324.4590705921053,1590.8960880645163,1286656,0.4429637737250254,3.0
6,18.682136177004022,73.79731536455395,267.7955724324325,406.08345000000025,1598.134867741936,1281952,0.44694930355216894,3.0
0,18.4575902514166,73.77379333867731,271.9302808108108,284.2209149717514,1622.8097403225806,1263136,0.45099636913742414,3.0
10,18.502413412922962,73.94764019323078,279.4310756756757,344.6316600000003,1667.572548387097,1339632,0.4551550670450127,3.0
0,18.477822747321746,73.79708023509781,279.4914367027027,331.4481781410256,1667.9327674193548,1269520,0.45931466328961035,3.0
5,18.702659734150892,73.73705495538816,280.6570740540541,330.71056496815294,1674.8889903225809,1287552,0.46349160740291717,3.0
0,18.46709156363222,73.78428071313435,283.5041503783784,291.3792656666666,1691.8796070967744,1258544,0.46771092379111895,3.0
11,18.65274845774395,73.83007921066749,285.07850767567567,475.1308461261262,1701.2749651612903,1333248,0.47195367091758855,3.0
2,18.526163193023137,73.79506567658194,285.90205956756756,362.2731576712328,1706.1897103225806,1296960,0.47620867474643575,3.0
1,18.502263726604298,73.81150380082144,286.8058538378378,344.5394997402597,1711.5833212903224,1295616,0.48047712950350047,3.0
